Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     34.23     0.00    74504     0.00     0.00  zint_add_scaled_mul_small
  0.00     34.23     0.00    62078     0.00     0.00  modp_set
  0.00     34.23     0.00    61904     0.00     0.00  zint_mod_small_signed
  0.00     34.23     0.00    48068     0.00     0.00  zint_add_mul_small
  0.00     34.23     0.00    46204     0.00     0.00  zint_norm_zero
  0.00     34.23     0.00    46204     0.00     0.00  zint_sub
  0.00     34.23     0.00    20492     0.00     0.00  get_rng_u64
  0.00     34.23     0.00    13967     0.00     0.00  fpr_lt
  0.00     34.23     0.00    12039     0.00     0.00  modp_R
  0.00     34.23     0.00    10246     0.00     0.00  mkgauss
  0.00     34.23     0.00    10010     0.00     0.00  mq_rshift1
  0.00     34.23     0.00     9030     0.00     0.00  fpr_rint
  0.00     34.23     0.00     9030     0.00     0.00  fpr_ulsh
  0.00     34.23     0.00     9030     0.00     0.00  fpr_ursh
  0.00     34.23     0.00     8999     0.00     0.00  fpr_sqr
  0.00     34.23     0.00     7296     0.00     0.00  zint_sub_scaled
  0.00     34.23     0.00     6909     0.00     0.00  modp_R2
  0.00     34.23     0.00     5186     0.00     0.00  modp_ninv31
  0.00     34.23     0.00     4096     0.00     0.00  modp_norm
  0.00     34.23     0.00     4000     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_mulselfadj_fft
  0.00     34.23     0.00     4000     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_neg
  0.00     34.23     0.00     3395     0.00     0.00  modp_NTT2_ext
  0.00     34.23     0.00     3230     0.00     0.00  modp_iNTT2_ext
  0.00     34.23     0.00     3072     0.00     0.00  zint_one_to_plain
  0.00     34.23     0.00     3001     0.00     0.00  keccak_inc_absorb
  0.00     34.23     0.00     3001     0.00     0.00  shake256_inc_absorb
  0.00     34.23     0.00     3000     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_trim_i8_decode
  0.00     34.23     0.00     2833     0.00     0.00  zint_mul_small
  0.00     34.23     0.00     2002     0.00     0.00  PQCLEAN_randombytes
  0.00     34.23     0.00     2002     0.00     0.00  randombytes_linux_randombytes_getrandom
  0.00     34.23     0.00     2001     0.00     0.00  keccak_inc_finalize
  0.00     34.23     0.00     2001     0.00     0.00  keccak_inc_init
  0.00     34.23     0.00     2001     0.00     0.00  shake256_inc_ctx_release
  0.00     34.23     0.00     2001     0.00     0.00  shake256_inc_finalize
  0.00     34.23     0.00     2001     0.00     0.00  shake256_inc_init
  0.00     34.23     0.00     1728     0.00     0.00  zint_finish_mod
  0.00     34.23     0.00     1726     0.00     0.00  modp_div
  0.00     34.23     0.00     1726     0.00     0.00  modp_mkgm2
  0.00     34.23     0.00     1678     0.00     0.00  modp_Rx
  0.00     34.23     0.00     1116     0.00     0.00  poly_big_to_fp
  0.00     34.23     0.00     1040     0.00     0.00  poly_sub_scaled
  0.00     34.23     0.00     1000     0.00     0.03  PQCLEAN_FALCON1024_CLEAN_crypto_sign_signature
  0.00     34.23     0.00     1000     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_is_short_half
  0.00     34.23     0.00     1000     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_prng_init
  0.00     34.23     0.00     1000     0.00     0.03  PQCLEAN_FALCON1024_CLEAN_sign_dyn
  0.00     34.23     0.00     1000     0.00     0.03  do_sign
  0.00     34.23     0.00     1000     0.00     0.03  do_sign_dyn
  0.00     34.23     0.00     1000     0.00     0.00  fpr_neg
  0.00     34.23     0.00     1000     0.00     0.00  mq_poly_montymul_ntt
  0.00     34.23     0.00     1000     0.00     0.00  mq_poly_tomonty
  0.00     34.23     0.00      864     0.00     0.00  zint_co_reduce_mod
  0.00     34.23     0.00      864     0.00     0.00  zint_negate
  0.00     34.23     0.00      555     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_mul_autoadj_fft
  0.00     34.23     0.00      432     0.00     0.00  zint_co_reduce
  0.00     34.23     0.00      199     0.00     0.00  zint_rebuild_CRT
  0.00     34.23     0.00       56     0.00     0.00  poly_sub_scaled_ntt
  0.00     34.23     0.00       54     0.00     0.00  make_fg_step
  0.00     34.23     0.00       22     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_adj_fft
  0.00     34.23     0.00       21     0.00     0.00  align_fpr
  0.00     34.23     0.00       12     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_invnorm2_fft
  0.00     34.23     0.00       10     0.00     0.00  poly_small_mkgauss
  0.00     34.23     0.00       10     0.00     0.00  poly_small_sqnorm
  0.00     34.23     0.00        9     0.00     0.00  make_fg
  0.00     34.23     0.00        8     0.00     0.00  align_u32
  0.00     34.23     0.00        8     0.00     0.22  solve_NTRU_intermediate
  0.00     34.23     0.00        6     0.00     0.00  poly_small_to_fp
  0.00     34.23     0.00        4     0.00     0.00  modp_poly_rec_res
  0.00     34.23     0.00        3     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_trim_i8_encode
  0.00     34.23     0.00        2     0.00     0.00  poly_big_to_small
  0.00     34.23     0.00        1     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_compute_public
  0.00     34.23     0.00        1     0.00     1.75  PQCLEAN_FALCON1024_CLEAN_crypto_sign_keypair
  0.00     34.23     0.00        1     0.00     1.75  PQCLEAN_FALCON1024_CLEAN_keygen
  0.00     34.23     0.00        1     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_modq_encode
  0.00     34.23     0.00        1     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_add_muladj_fft
  0.00     34.23     0.00        1     0.00     0.00  PQCLEAN_FALCON1024_CLEAN_poly_div_autoadj_fft
  0.00     34.23     0.00        1     0.00    34.23  run_falcon1024_sign
  0.00     34.23     0.00        1     0.00     1.74  solve_NTRU
  0.00     34.23     0.00        1     0.00     0.00  solve_NTRU_binary_depth0
  0.00     34.23     0.00        1     0.00     0.01  solve_NTRU_binary_depth1
  0.00     34.23     0.00        1     0.00     0.00  solve_NTRU_deepest
  0.00     34.23     0.00        1     0.00     0.00  zint_bezout

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.03% of 34.23 seconds

index % time    self  children    called     name
                0.00   34.23       1/1           main [2]
[1]    100.0    0.00   34.23       1         run_falcon1024_sign [1]
                0.00   32.48    1000/1000        PQCLEAN_FALCON1024_CLEAN_crypto_sign_signature [3]
                0.00    1.75       1/1           PQCLEAN_FALCON1024_CLEAN_crypto_sign_keypair [19]
                0.00    0.00       1/2002        PQCLEAN_randombytes [124]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00   34.23                 main [2]
                0.00   34.23       1/1           run_falcon1024_sign [1]
-----------------------------------------------
                0.00   32.48    1000/1000        run_falcon1024_sign [1]
[3]     94.9    0.00   32.48    1000         PQCLEAN_FALCON1024_CLEAN_crypto_sign_signature [3]
                0.00   32.48    1000/1000        do_sign [4]
-----------------------------------------------
                0.00   32.48    1000/1000        PQCLEAN_FALCON1024_CLEAN_crypto_sign_signature [3]
[4]     94.9    0.00   32.48    1000         do_sign [4]
                0.00   31.84    1000/1000        PQCLEAN_FALCON1024_CLEAN_sign_dyn [5]
                0.01    0.50    1000/1000        PQCLEAN_FALCON1024_CLEAN_complete_private [35]
                0.08    0.04    1000/1000        PQCLEAN_FALCON1024_CLEAN_hash_to_point_ct [47]
                0.01    0.00    1000/1000        PQCLEAN_FALCON1024_CLEAN_comp_encode [66]
                0.00    0.00    3000/3000        PQCLEAN_FALCON1024_CLEAN_trim_i8_decode [122]
                0.00    0.00    3000/3001        shake256_inc_absorb [121]
                0.00    0.00    2000/2002        PQCLEAN_randombytes [124]
                0.00    0.00    2000/2001        shake256_inc_init [130]
                0.00    0.00    2000/2001        shake256_inc_finalize [129]
                0.00    0.00    2000/2001        shake256_inc_ctx_release [128]
-----------------------------------------------
                0.00   31.84    1000/1000        do_sign [4]
[5]     93.0    0.00   31.84    1000         PQCLEAN_FALCON1024_CLEAN_sign_dyn [5]
                0.00   31.84    1000/1000        do_sign_dyn [6]
                0.00    0.01    1000/1000        PQCLEAN_FALCON1024_CLEAN_prng_init [74]
-----------------------------------------------
                0.00   31.84    1000/1000        PQCLEAN_FALCON1024_CLEAN_sign_dyn [5]
[6]     93.0    0.00   31.84    1000         do_sign_dyn [6]
                0.03   19.38    1000/1000        ffSampling_fft_dyntree [8]
                0.19    9.28    9000/10125       PQCLEAN_FALCON1024_CLEAN_FFT [9]
                0.02    1.86    2000/2558        PQCLEAN_FALCON1024_CLEAN_iFFT [16]
                0.02    0.38    8000/8000        smallints_to_fpr [38]
                0.01    0.24    2000/2000        PQCLEAN_FALCON1024_CLEAN_poly_muladj_fft [42]
                0.00    0.25    4000/4000        PQCLEAN_FALCON1024_CLEAN_poly_mulselfadj_fft [43]
                0.01    0.05    2000/2006        PQCLEAN_FALCON1024_CLEAN_poly_mulconst [54]
                0.02    0.03 2048000/2048000     fpr_rint [55]
                0.00    0.05 1024000/23811004     fpr_of [25]
                0.00    0.01    6000/1030098     PQCLEAN_FALCON1024_CLEAN_poly_mul_fft [18]
                0.00    0.01    4000/4000        PQCLEAN_FALCON1024_CLEAN_poly_neg [68]
                0.00    0.00    5000/1028548     PQCLEAN_FALCON1024_CLEAN_poly_add [26]
                0.00    0.00    1000/1000        fpr_neg [134]
                0.00    0.00    1000/1000        PQCLEAN_FALCON1024_CLEAN_is_short_half [133]
-----------------------------------------------
                0.00    0.00    1024/330008197     PQCLEAN_FALCON1024_CLEAN_poly_add_muladj_fft [95]
                0.00    0.00    6141/330008197     PQCLEAN_FALCON1024_CLEAN_poly_invnorm2_fft [85]
                0.00    0.00    6144/330008197     PQCLEAN_FALCON1024_CLEAN_keygen [20]
                0.01    0.00  102736/330008197     poly_big_to_fp [62]
                0.05    0.01 1024000/330008197     PQCLEAN_FALCON1024_CLEAN_poly_muladj_fft [42]
                0.11    0.03 2048000/330008197     PQCLEAN_FALCON1024_CLEAN_poly_mulselfadj_fft [43]
                0.43    0.11 8198982/330008197     PQCLEAN_FALCON1024_CLEAN_poly_mul_fft [18]
                0.65    0.18 12547004/330008197     fpr_sub [28]
                0.72    0.19 13824000/330008197     PQCLEAN_FALCON1024_CLEAN_poly_merge_fft [17]
                0.72    0.19 13903173/330008197     PQCLEAN_FALCON1024_CLEAN_iFFT [16]
                0.80    0.21 15360000/330008197     PQCLEAN_FALCON1024_CLEAN_poly_LDL_fft [14]
                0.80    0.21 15366470/330008197     PQCLEAN_FALCON1024_CLEAN_poly_add [26]
                1.44    0.39 27648000/330008197     PQCLEAN_FALCON1024_CLEAN_poly_split_fft [13]
                3.25    0.87 62326416/330008197     PQCLEAN_FALCON1024_CLEAN_FFT [9]
                8.21    2.20 157646107/330008197     fpr_sub [10]
[7]     63.7   17.19    4.61 330008197         PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                3.08    0.00 330008197/653422521     FPR [12]
                0.91    0.00 330008197/330008197     fpr_ulsh [27]
                0.63    0.00 330008197/337007533     fpr_ursh [31]
-----------------------------------------------
                             2046000             ffSampling_fft_dyntree [8]
                0.03   19.38    1000/1000        do_sign_dyn [6]
[8]     56.7    0.03   19.38    1000+2046000 ffSampling_fft_dyntree [8]
                0.12    4.72 4092000/4092000     PQCLEAN_FALCON1024_CLEAN_poly_split_fft [13]
                0.09    4.65 1023000/1023000     PQCLEAN_FALCON1024_CLEAN_poly_LDL_fft [14]
                0.06    3.31 2048000/2048000     PQCLEAN_FALCON1024_CLEAN_sampler [15]
                0.05    2.31 2046000/2046000     PQCLEAN_FALCON1024_CLEAN_poly_merge_fft [17]
                0.00    1.92 1023000/1030098     PQCLEAN_FALCON1024_CLEAN_poly_mul_fft [18]
                0.00    1.01 1023000/1028548     PQCLEAN_FALCON1024_CLEAN_poly_add [26]
                0.00    0.69 1023000/1023002     PQCLEAN_FALCON1024_CLEAN_poly_sub [29]
                0.31    0.01 1024000/1024000     PQCLEAN_FALCON1024_CLEAN_fpr_sqrt [40]
                0.00    0.09 2048000/23811004     fpr_of [25]
                0.02    0.01 1024000/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                             2046000             ffSampling_fft_dyntree [8]
-----------------------------------------------
                0.00    0.00       2/10125       solve_NTRU_binary_depth0 [81]
                0.00    0.01       5/10125       solve_NTRU_binary_depth1 [69]
                0.00    0.01       6/10125       PQCLEAN_FALCON1024_CLEAN_keygen [20]
                0.02    1.15    1112/10125       solve_NTRU_intermediate [22]
                0.19    9.28    9000/10125       do_sign_dyn [6]
[9]     31.1    0.21   10.44   10125         PQCLEAN_FALCON1024_CLEAN_FFT [9]
                0.07    4.12 62326416/157646107     fpr_sub [10]
                3.25    0.87 62326416/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                1.36    0.77 83101888/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
-----------------------------------------------
                0.00    0.00     512/157646107     PQCLEAN_FALCON1024_CLEAN_poly_add_muladj_fft [95]
                0.00    0.07 1024000/157646107     PQCLEAN_FALCON1024_CLEAN_poly_muladj_fft [42]
                0.01    0.54 8198982/157646107     PQCLEAN_FALCON1024_CLEAN_poly_mul_fft [18]
                0.01    0.68 10241024/157646107     PQCLEAN_FALCON1024_CLEAN_poly_sub [29]
                0.02    0.91 13824000/157646107     PQCLEAN_FALCON1024_CLEAN_poly_merge_fft [17]
                0.02    0.92 13903173/157646107     PQCLEAN_FALCON1024_CLEAN_iFFT [16]
                0.02    1.35 20480000/157646107     PQCLEAN_FALCON1024_CLEAN_poly_LDL_fft [14]
                0.03    1.83 27648000/157646107     PQCLEAN_FALCON1024_CLEAN_poly_split_fft [13]
                0.07    4.12 62326416/157646107     PQCLEAN_FALCON1024_CLEAN_FFT [9]
[10]    30.9    0.17   10.42 157646107         fpr_sub [10]
                8.21    2.20 157646107/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
-----------------------------------------------
                0.00    0.00    1024/293345321     PQCLEAN_FALCON1024_CLEAN_poly_div_autoadj_fft [97]
                0.00    0.00    2048/293345321     PQCLEAN_FALCON1024_CLEAN_poly_add_muladj_fft [95]
                0.00    0.00    8090/293345321     solve_NTRU_intermediate [22]
                0.00    0.00    8999/293345321     fpr_sqr [94]
                0.00    0.00   13126/293345321     PQCLEAN_FALCON1024_CLEAN_poly_mul_autoadj_fft [91]
                0.00    0.00  205472/293345321     poly_big_to_fp [62]
                0.02    0.01 1024000/293345321     ffSampling_fft_dyntree [8]
                0.03    0.02 2054144/293345321     PQCLEAN_FALCON1024_CLEAN_poly_mulconst [54]
                0.07    0.04 4096000/293345321     PQCLEAN_FALCON1024_CLEAN_poly_muladj_fft [42]
                0.09    0.05 5547668/293345321     fpr_sqr [46]
                0.11    0.07 6999336/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_expm_p63 [30]
                0.11    0.07 6999336/293345321     BerExp [23]
                0.15    0.08 9047336/293345321     PQCLEAN_FALCON1024_CLEAN_sampler [15]
                0.23    0.13 14344188/293345321     fpr_sqr [39]
                0.30    0.17 18432000/293345321     PQCLEAN_FALCON1024_CLEAN_poly_merge_fft [17]
                0.34    0.19 20600738/293345321     PQCLEAN_FALCON1024_CLEAN_iFFT [16]
                0.54    0.31 32795928/293345321     PQCLEAN_FALCON1024_CLEAN_poly_mul_fft [18]
                0.60    0.34 36864000/293345321     PQCLEAN_FALCON1024_CLEAN_poly_split_fft [13]
                0.84    0.48 51200000/293345321     PQCLEAN_FALCON1024_CLEAN_poly_LDL_fft [14]
                1.36    0.77 83101888/293345321     PQCLEAN_FALCON1024_CLEAN_FFT [9]
[11]    22.0    4.79    2.73 293345321         PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                2.73    0.00 293345321/653422521     FPR [12]
-----------------------------------------------
                0.01    0.00 1024000/653422521     PQCLEAN_FALCON1024_CLEAN_fpr_sqrt [40]
                0.05    0.00 5122559/653422521     PQCLEAN_FALCON1024_CLEAN_fpr_div [32]
                0.22    0.00 23922444/653422521     PQCLEAN_FALCON1024_CLEAN_fpr_scaled [24]
                2.73    0.00 293345321/653422521     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                3.08    0.00 330008197/653422521     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
[12]    17.8    6.09    0.00 653422521         FPR [12]
-----------------------------------------------
                0.12    4.72 4092000/4092000     ffSampling_fft_dyntree [8]
[13]    14.2    0.12    4.72 4092000         PQCLEAN_FALCON1024_CLEAN_poly_split_fft [13]
                0.03    1.83 27648000/157646107     fpr_sub [10]
                1.44    0.39 27648000/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                0.60    0.34 36864000/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                0.07    0.00 36864000/36864000     fpr_half [52]
                0.02    0.00 9216000/30729123     fpr_neg [53]
-----------------------------------------------
                0.09    4.65 1023000/1023000     ffSampling_fft_dyntree [8]
[14]    13.9    0.09    4.65 1023000         PQCLEAN_FALCON1024_CLEAN_poly_LDL_fft [14]
                0.02    1.35 20480000/157646107     fpr_sub [10]
                0.84    0.48 51200000/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                0.80    0.21 15360000/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                0.00    0.64 5120000/5122559     fpr_inv [33]
                0.02    0.26 10240000/14344188     fpr_sqr [39]
                0.03    0.00 15360000/30729123     fpr_neg [53]
-----------------------------------------------
                0.06    3.31 2048000/2048000     ffSampling_fft_dyntree [8]
[15]     9.9    0.06    3.31 2048000         PQCLEAN_FALCON1024_CLEAN_sampler [15]
                0.02    1.29 3499668/3499668     BerExp [23]
                0.13    0.47 3499668/3499668     PQCLEAN_FALCON1024_CLEAN_gaussian0_sampler [34]
                0.00    0.60 9047336/12547004     fpr_sub [28]
                0.00    0.41 9047336/23811004     fpr_of [25]
                0.15    0.08 9047336/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                0.01    0.14 5547668/5547668     fpr_sqr [46]
                0.00    0.00 3499668/10512749     prng_get_u8 [63]
                0.00    0.00 2048000/2048000     fpr_floor [101]
                0.00    0.00 2048000/2048000     fpr_half [102]
-----------------------------------------------
                0.00    0.00       1/2558        solve_NTRU_binary_depth0 [81]
                0.00    0.00       3/2558        solve_NTRU_binary_depth1 [69]
                0.00    0.01       6/2558        PQCLEAN_FALCON1024_CLEAN_keygen [20]
                0.00    0.51     548/2558        solve_NTRU_intermediate [22]
                0.02    1.86    2000/2558        do_sign_dyn [6]
[16]     7.0    0.02    2.38    2558         PQCLEAN_FALCON1024_CLEAN_iFFT [16]
                0.02    0.92 13903173/157646107     fpr_sub [10]
                0.72    0.19 13903173/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                0.34    0.19 20600738/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                0.00    0.00 1029029/30729123     fpr_neg [53]
-----------------------------------------------
                0.05    2.31 2046000/2046000     ffSampling_fft_dyntree [8]
[17]     6.9    0.05    2.31 2046000         PQCLEAN_FALCON1024_CLEAN_poly_merge_fft [17]
                0.02    0.91 13824000/157646107     fpr_sub [10]
                0.72    0.19 13824000/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                0.30    0.17 18432000/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
-----------------------------------------------
                0.00    0.00       2/1030098     solve_NTRU_binary_depth1 [69]
                0.00    0.00    1096/1030098     solve_NTRU_intermediate [22]
                0.00    0.01    6000/1030098     do_sign_dyn [6]
                0.00    1.92 1023000/1030098     ffSampling_fft_dyntree [8]
[18]     5.6    0.00    1.93 1030098         PQCLEAN_FALCON1024_CLEAN_poly_mul_fft [18]
                0.54    0.31 32795928/293345321     PQCLEAN_FALCON1024_CLEAN_fpr_mul [11]
                0.01    0.54 8198982/157646107     fpr_sub [10]
                0.43    0.11 8198982/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
-----------------------------------------------
                0.00    1.75       1/1           run_falcon1024_sign [1]
[19]     5.1    0.00    1.75       1         PQCLEAN_FALCON1024_CLEAN_crypto_sign_keypair [19]
                0.00    1.75       1/1           PQCLEAN_FALCON1024_CLEAN_keygen [20]
                0.00    0.00       3/3           PQCLEAN_FALCON1024_CLEAN_trim_i8_encode [141]
                0.00    0.00       1/2002        PQCLEAN_randombytes [124]
                0.00    0.00       1/2001        shake256_inc_init [130]
                0.00    0.00       1/3001        shake256_inc_absorb [121]
                0.00    0.00       1/2001        shake256_inc_finalize [129]
                0.00    0.00       1/2001        shake256_inc_ctx_release [128]
                0.00    0.00       1/1           PQCLEAN_FALCON1024_CLEAN_modq_encode [143]
-----------------------------------------------
                0.00    1.75       1/1           PQCLEAN_FALCON1024_CLEAN_crypto_sign_keypair [19]
[20]     5.1    0.00    1.75       1         PQCLEAN_FALCON1024_CLEAN_keygen [20]
                0.00    1.74       1/1           solve_NTRU [21]
                0.00    0.01       6/10125       PQCLEAN_FALCON1024_CLEAN_FFT [9]
                0.00    0.01       6/2558        PQCLEAN_FALCON1024_CLEAN_iFFT [16]
                0.00    0.00      10/10          poly_small_mkgauss [89]
                0.00    0.00       1/1           PQCLEAN_FALCON1024_CLEAN_compute_public [90]
                0.00    0.00    6144/330008197     PQCLEAN_FALCON1024_CLEAN_fpr_add [7]
                0.00    0.00       6/6           poly_small_to_fp [92]
                0.00    0.00       3/12          PQCLEAN_FALCON1024_CLEAN_poly_invnorm2_fft [85]
                0.00    0.00       6/2006        PQCLEAN_FALCON1024_CLEAN_poly_mulconst [54]
                0.00    0.00    6144/8999        fpr_sqr [94]
                0.00    0.00       6/555         PQCLEAN_FALCON1024_CLEAN_poly_mul_autoadj_fft [91]
                0.00    0.00       6/22          PQCLEAN_FALCON1024_CLEAN_poly_adj_fft [99]
