Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.24     0.00  2305791     0.00     0.00  fpr_inv
  0.00      3.24     0.00  1779233     0.00     0.00  BerExp
  0.00      3.24     0.00  1779233     0.00     0.00  fpr_trunc
  0.00      3.24     0.00  1537024     0.00     0.00  mq_conv_small
  0.00      3.24     0.00  1024512     0.00     0.00  mq_montymul.constprop.0
  0.00      3.24     0.00  1024000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_sampler
  0.00      3.24     0.00  1024000     0.00     0.00  fpr_floor
  0.00      3.24     0.00  1024000     0.00     0.00  fpr_irsh
  0.00      3.24     0.00  1024000     0.00     0.00  fpr_ulsh
  0.00      3.24     0.00   963286     0.00     0.00  modp_montymul
  0.00      3.24     0.00   777421     0.00     0.00  keccak_inc_finalize
  0.00      3.24     0.00   775420     0.00     0.00  shake256_inc_squeeze
  0.00      3.24     0.00   516287     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_add
  0.00      3.24     0.00   512512     0.00     0.00  mq_div_12289
  0.00      3.24     0.00   511002     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_sub
  0.00      3.24     0.00   365740     0.00     0.00  modp_sub
  0.00      3.24     0.00    57420     0.00     0.00  get_rng_u64
  0.00      3.24     0.00    52528     0.00     0.00  fpr_of
  0.00      3.24     0.00    49320     0.00     0.00  zint_mod_small_unsigned
  0.00      3.24     0.00    36121     0.00     0.00  zint_rebuild_CRT.constprop.2
  0.00      3.24     0.00    27710     0.00     0.00  zint_mod_small_signed
  0.00      3.24     0.00    21610     0.00     0.00  zint_add_mul_small
  0.00      3.24     0.00    20030     0.00     0.00  poly_big_to_small
  0.00      3.24     0.00    20028     0.00     0.00  zint_norm_zero
  0.00      3.24     0.00    18104     0.00     0.00  zint_add_scaled_mul_small
  0.00      3.24     0.00    14656     0.00     0.00  modp_set
  0.00      3.24     0.00    14355     0.00     0.00  mkgauss
  0.00      3.24     0.00     9009     0.00     0.00  mq_rshift1
  0.00      3.24     0.00     8000     0.00     0.00  smallints_to_fpr
  0.00      3.24     0.00     6733     0.00     0.00  fpr_sqr
  0.00      3.24     0.00     5742     0.00     0.00  modp_R
  0.00      3.24     0.00     4254     0.00     0.00  fpr_rint
  0.00      3.24     0.00     4254     0.00     0.00  fpr_ulsh
  0.00      3.24     0.00     4254     0.00     0.00  fpr_ursh
  0.00      3.24     0.00     4000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_mulselfadj_fft
  0.00      3.24     0.00     4000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_neg
  0.00      3.24     0.00     3794     0.00     0.00  modp_R2
  0.00      3.24     0.00     3648     0.00     0.00  zint_sub_scaled
  0.00      3.24     0.00     3001     0.00     0.00  keccak_inc_absorb
  0.00      3.24     0.00     3001     0.00     0.00  shake256_inc_absorb
  0.00      3.24     0.00     3000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_trim_i8_decode
  0.00      3.24     0.00     2802     0.00     0.00  modp_ninv31
  0.00      3.24     0.00     2301     0.00     0.00  PQCLEAN_FALCON512_CLEAN_iFFT
  0.00      3.24     0.00     2010     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_mulconst
  0.00      3.24     0.00     2002     0.00     0.00  PQCLEAN_randombytes
  0.00      3.24     0.00     2002     0.00     0.00  randombytes_linux_randombytes_getrandom
  0.00      3.24     0.00     2001     0.00     0.00  keccak_inc_init
  0.00      3.24     0.00     2001     0.00     0.00  shake256_inc_ctx_release
  0.00      3.24     0.00     2001     0.00     0.00  shake256_inc_finalize
  0.00      3.24     0.00     2001     0.00     0.00  shake256_inc_init
  0.00      3.24     0.00     2000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_muladj_fft
  0.00      3.24     0.00     1752     0.00     0.00  modp_iNTT2_ext
  0.00      3.24     0.00     1537     0.00     0.00  solve_NTRU_binary_depth1
  0.00      3.24     0.00     1492     0.00     0.00  zint_mul_small
  0.00      3.24     0.00     1001     0.00     0.00  mq_iNTT
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_comp_encode
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_complete_private
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_crypto_sign_signature
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_hash_to_point_ct
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_is_short_half
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_prng_init
  0.00      3.24     0.00     1000     0.00     0.00  PQCLEAN_FALCON512_CLEAN_sign_dyn
  0.00      3.24     0.00     1000     0.00     0.00  do_sign
  0.00      3.24     0.00     1000     0.00     0.00  do_sign_dyn.constprop.0
  0.00      3.24     0.00     1000     0.00     0.00  ffSampling_fft_dyntree.constprop.0
  0.00      3.24     0.00     1000     0.00     0.00  fpr_neg.constprop.0
  0.00      3.24     0.00     1000     0.00     0.00  mq_poly_montymul_ntt
  0.00      3.24     0.00     1000     0.00     0.00  mq_poly_tomonty
  0.00      3.24     0.00      988     0.00     0.00  modp_div
  0.00      3.24     0.00      988     0.00     0.00  modp_mkgm2
  0.00      3.24     0.00      960     0.00     0.00  modp_Rx
  0.00      3.24     0.00      880     0.00     0.00  zint_finish_mod
  0.00      3.24     0.00      588     0.00     0.00  poly_big_to_fp
  0.00      3.24     0.00      518     0.00     0.00  poly_sub_scaled
  0.00      3.24     0.00      512     0.00     0.00  zint_norm_zero.constprop.0
  0.00      3.24     0.00      440     0.00     0.00  zint_co_reduce_mod
  0.00      3.24     0.00      440     0.00     0.00  zint_negate
  0.00      3.24     0.00      298     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_mul_autoadj_fft
  0.00      3.24     0.00      261     0.00     0.00  fpr_lt
  0.00      3.24     0.00      220     0.00     0.00  modp_NTT2_ext
  0.00      3.24     0.00      220     0.00     0.00  zint_co_reduce
  0.00      3.24     0.00      172     0.00     0.00  zint_rebuild_CRT.constprop.3
  0.00      3.24     0.00       56     0.00     0.00  poly_sub_scaled_ntt
  0.00      3.24     0.00       36     0.00     0.00  make_fg_step.constprop.0
  0.00      3.24     0.00       28     0.00     0.00  poly_small_mkgauss
  0.00      3.24     0.00       28     0.00     0.00  poly_small_sqnorm
  0.00      3.24     0.00       24     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_adj_fft
  0.00      3.24     0.00       18     0.00     0.00  align_fpr
  0.00      3.24     0.00       13     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_invnorm2_fft
  0.00      3.24     0.00       10     0.00     0.00  poly_small_to_fp
  0.00      3.24     0.00        8     0.00     0.00  make_fg
  0.00      3.24     0.00        8     0.00     0.00  make_fg_step
  0.00      3.24     0.00        7     0.00     0.00  align_u32
  0.00      3.24     0.00        7     0.00     0.01  solve_NTRU_intermediate
  0.00      3.24     0.00        4     0.00     0.00  modp_poly_rec_res
  0.00      3.24     0.00        3     0.00     0.00  PQCLEAN_FALCON512_CLEAN_trim_i8_encode
  0.00      3.24     0.00        2     0.00     0.00  poly_big_to_fp.constprop.0
  0.00      3.24     0.00        2     0.00     0.00  poly_big_to_fp.constprop.1
  0.00      3.24     0.00        1     0.00     0.00  PQCLEAN_FALCON512_CLEAN_compute_public
  0.00      3.24     0.00        1     0.00     0.10  PQCLEAN_FALCON512_CLEAN_crypto_sign_keypair
  0.00      3.24     0.00        1     0.00     0.10  PQCLEAN_FALCON512_CLEAN_keygen
  0.00      3.24     0.00        1     0.00     0.00  PQCLEAN_FALCON512_CLEAN_modq_encode
  0.00      3.24     0.00        1     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_add_muladj_fft
  0.00      3.24     0.00        1     0.00     0.00  PQCLEAN_FALCON512_CLEAN_poly_div_autoadj_fft
  0.00      3.24     0.00        1     0.00     3.24  run_falcon512_sign
  0.00      3.24     0.00        1     0.00     0.10  solve_NTRU
  0.00      3.24     0.00        1     0.00     0.00  solve_NTRU_binary_depth0
  0.00      3.24     0.00        1     0.00     0.00  solve_NTRU_deepest
  0.00      3.24     0.00        1     0.00     0.00  zint_bezout
  0.00      3.24     0.00        1     0.00     0.00  zint_rebuild_CRT.constprop.0

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.31% of 3.24 seconds

index % time    self  children    called     name
                0.00    3.24       1/1           main [2]
[1]    100.0    0.00    3.24       1         run_falcon512_sign [1]
                0.00    3.14    1000/1000        PQCLEAN_FALCON512_CLEAN_crypto_sign_signature [3]
                0.00    0.10       1/1           PQCLEAN_FALCON512_CLEAN_crypto_sign_keypair [22]
                0.00    0.00       1/2002        randombytes_linux_randombytes_getrandom [121]
                0.00    0.00       1/2002        PQCLEAN_randombytes [120]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00    3.24                 main [2]
                0.00    3.24       1/1           run_falcon512_sign [1]
-----------------------------------------------
                0.00    3.14    1000/1000        run_falcon512_sign [1]
[3]     97.0    0.00    3.14    1000         PQCLEAN_FALCON512_CLEAN_crypto_sign_signature [3]
                0.00    3.14    1000/1000        do_sign [4]
-----------------------------------------------
                0.00    3.14    1000/1000        PQCLEAN_FALCON512_CLEAN_crypto_sign_signature [3]
[4]     97.0    0.00    3.14    1000         do_sign [4]
                0.00    3.08    1000/1000        PQCLEAN_FALCON512_CLEAN_sign_dyn [5]
                0.00    0.05    1000/1000        PQCLEAN_FALCON512_CLEAN_complete_private [32]
                0.00    0.01    1000/1000        PQCLEAN_FALCON512_CLEAN_hash_to_point_ct [50]
                0.00    0.00    2000/777421      keccak_inc_finalize [47]
                0.00    0.00    3000/3000        PQCLEAN_FALCON512_CLEAN_trim_i8_decode [118]
                0.00    0.00    3000/3001        keccak_inc_absorb [116]
                0.00    0.00    3000/3001        shake256_inc_absorb [117]
                0.00    0.00    2000/2001        keccak_inc_init [122]
                0.00    0.00    2000/2001        shake256_inc_init [125]
                0.00    0.00    2000/2002        randombytes_linux_randombytes_getrandom [121]
                0.00    0.00    2000/2002        PQCLEAN_randombytes [120]
                0.00    0.00    2000/2001        shake256_inc_finalize [124]
                0.00    0.00    2000/2001        shake256_inc_ctx_release [123]
                0.00    0.00    1000/1000        PQCLEAN_FALCON512_CLEAN_comp_encode [127]
-----------------------------------------------
                0.00    3.08    1000/1000        do_sign [4]
[5]     95.1    0.00    3.08    1000         PQCLEAN_FALCON512_CLEAN_sign_dyn [5]
                0.00    3.08    1000/1000        do_sign_dyn.constprop.0 [6]
                0.00    0.00    1000/1000        PQCLEAN_FALCON512_CLEAN_prng_init [64]
-----------------------------------------------
                0.00    3.08    1000/1000        PQCLEAN_FALCON512_CLEAN_sign_dyn [5]
[6]     95.1    0.00    3.08    1000         do_sign_dyn.constprop.0 [6]
                0.00    1.93    1000/1000        ffSampling_fft_dyntree.constprop.0 [7]
                0.02    0.85    9000/9605        PQCLEAN_FALCON512_CLEAN_FFT [9]
                0.00    0.18    2000/2301        PQCLEAN_FALCON512_CLEAN_iFFT [15]
                0.00    0.03    8000/8000        smallints_to_fpr [35]
                0.00    0.02    2000/2000        PQCLEAN_FALCON512_CLEAN_poly_muladj_fft [38]
                0.00    0.02    4000/4000        PQCLEAN_FALCON512_CLEAN_poly_mulselfadj_fft [39]
                0.01    0.00 1024000/1024000     fpr_rint [46]
                0.00    0.00    2000/2010        PQCLEAN_FALCON512_CLEAN_poly_mulconst [53]
                0.00    0.00  512000/12046227     PQCLEAN_FALCON512_CLEAN_fpr_scaled [28]
                0.00    0.00    6000/517576      PQCLEAN_FALCON512_CLEAN_poly_mul_fft [16]
                0.00    0.00    4000/4000        PQCLEAN_FALCON512_CLEAN_poly_neg [61]
                0.00    0.00    5000/516287      PQCLEAN_FALCON512_CLEAN_poly_add [26]
                0.00    0.00  512000/297680566     FPR [17]
                0.00    0.00    1000/1022000     PQCLEAN_FALCON512_CLEAN_poly_merge_fft [14]
                0.00    0.00  512000/11993699     fpr_of [86]
                0.00    0.00    1000/1000        fpr_neg.constprop.0 [129]
                0.00    0.00    1000/1000        PQCLEAN_FALCON512_CLEAN_is_short_half [128]
-----------------------------------------------
                             1022000             ffSampling_fft_dyntree.constprop.0 [7]
                0.00    1.93    1000/1000        do_sign_dyn.constprop.0 [6]
[7]     59.4    0.00    1.93    1000+1022000 ffSampling_fft_dyntree.constprop.0 [7]
                0.01    0.49  511000/511000      PQCLEAN_FALCON512_CLEAN_poly_LDL_fft [11]
                0.03    0.43 2044000/2044000     PQCLEAN_FALCON512_CLEAN_poly_split_fft [12]
                0.00    0.37 1024000/1024000     PQCLEAN_FALCON512_CLEAN_sampler [13]
                0.02    0.20 1021000/1022000     PQCLEAN_FALCON512_CLEAN_poly_merge_fft [14]
                0.01    0.17  511000/517576      PQCLEAN_FALCON512_CLEAN_poly_mul_fft [16]
                0.00    0.09  511000/516287      PQCLEAN_FALCON512_CLEAN_poly_add [26]
                0.00    0.06  511000/511002      PQCLEAN_FALCON512_CLEAN_poly_sub [30]
                0.03    0.00  512000/512000      PQCLEAN_FALCON512_CLEAN_fpr_sqrt [36]
                0.01    0.00 1024000/12046227     PQCLEAN_FALCON512_CLEAN_fpr_scaled [28]
                0.00    0.00  512000/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.00    0.00 2048000/297680566     FPR [17]
                0.00    0.00 1024000/11993699     fpr_of [86]
                             1022000             ffSampling_fft_dyntree.constprop.0 [7]
-----------------------------------------------
                0.00    0.00     512/148726270     poly_big_to_fp.constprop.0 [82]
                0.00    0.00     768/148726270     PQCLEAN_FALCON512_CLEAN_poly_add_muladj_fft [83]
                0.00    0.00    1024/148726270     poly_big_to_fp.constprop.1 [80]
                0.00    0.00    4605/148726270     PQCLEAN_FALCON512_CLEAN_poly_invnorm2_fft [74]
                0.00    0.00    5120/148726270     PQCLEAN_FALCON512_CLEAN_keygen [23]
                0.00    0.00   44592/148726270     poly_big_to_fp [63]
                0.01    0.00 1024000/148726270     PQCLEAN_FALCON512_CLEAN_poly_muladj_fft [38]
                0.01    0.00 1024000/148726270     PQCLEAN_FALCON512_CLEAN_poly_mulselfadj_fft [39]
                0.02    0.00 1779233/148726270     BerExp [20]
                0.05    0.01 4582466/148726270     PQCLEAN_FALCON512_CLEAN_sampler [13]
                0.05    0.01 4608512/148726270     PQCLEAN_FALCON512_CLEAN_poly_sub [30]
                0.08    0.01 7170974/148726270     PQCLEAN_FALCON512_CLEAN_poly_add [26]
                0.09    0.01 7686460/148726270     PQCLEAN_FALCON512_CLEAN_poly_mul_fft [16]
                0.14    0.02 12288000/148726270     PQCLEAN_FALCON512_CLEAN_poly_merge_fft [14]
                0.14    0.02 12380760/148726270     PQCLEAN_FALCON512_CLEAN_iFFT [15]
                0.18    0.03 16128000/148726270     PQCLEAN_FALCON512_CLEAN_poly_LDL_fft [11]
                0.27    0.04 24576000/148726270     PQCLEAN_FALCON512_CLEAN_poly_split_fft [12]
                0.61    0.09 55421244/148726270     PQCLEAN_FALCON512_CLEAN_FFT [9]
[8]     58.3    1.65    0.24 148726270         PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.13    0.00 148726270/152284736     fpr_ursh [19]
                0.11    0.00 148726270/152284736     fpr_trunc [21]
-----------------------------------------------
                0.00    0.00       2/9605        solve_NTRU_binary_depth0 [60]
                0.00    0.00       5/9605        solve_NTRU_binary_depth1 [66]
                0.00    0.00      10/9605        PQCLEAN_FALCON512_CLEAN_keygen [23]
                0.00    0.06     588/9605        solve_NTRU_intermediate [27]
                0.02    0.85    9000/9605        do_sign_dyn.constprop.0 [6]
[9]     28.7    0.02    0.91    9605         PQCLEAN_FALCON512_CLEAN_FFT [9]
                0.61    0.09 55421244/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.14    0.00 36947496/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.06    0.00 92368740/297680566     FPR [17]
                0.01    0.00 27710622/70513000     fpr_sub [40]
-----------------------------------------------
                0.00    0.00     512/134090278     PQCLEAN_FALCON512_CLEAN_poly_div_autoadj_fft [81]
                0.00    0.00    1024/134090278     PQCLEAN_FALCON512_CLEAN_poly_add_muladj_fft [83]
                0.00    0.00    1024/134090278     poly_big_to_fp.constprop.0 [82]
                0.00    0.00    2048/134090278     poly_big_to_fp.constprop.1 [80]
                0.00    0.00    5120/134090278     PQCLEAN_FALCON512_CLEAN_keygen [23]
                0.00    0.00    5495/134090278     solve_NTRU_intermediate [27]
                0.00    0.00    6140/134090278     PQCLEAN_FALCON512_CLEAN_poly_invnorm2_fft [74]
                0.00    0.00    8350/134090278     PQCLEAN_FALCON512_CLEAN_poly_mul_autoadj_fft [79]
                0.00    0.00   89184/134090278     poly_big_to_fp [63]
                0.00    0.00  512000/134090278     ffSampling_fft_dyntree.constprop.0 [7]
                0.00    0.00 1029120/134090278     PQCLEAN_FALCON512_CLEAN_poly_mulconst [53]
                0.01    0.00 2048000/134090278     PQCLEAN_FALCON512_CLEAN_poly_muladj_fft [38]
                0.01    0.00 2048000/134090278     PQCLEAN_FALCON512_CLEAN_poly_mulselfadj_fft [39]
                0.01    0.00 3558466/134090278     PQCLEAN_FALCON512_CLEAN_fpr_expm_p63 [29]
                0.01    0.00 3558466/134090278     BerExp [20]
                0.03    0.00 7385699/134090278     PQCLEAN_FALCON512_CLEAN_sampler [13]
                0.03    0.00 8192000/134090278     PQCLEAN_FALCON512_CLEAN_poly_merge_fft [14]
                0.04    0.00 9287214/134090278     PQCLEAN_FALCON512_CLEAN_iFFT [15]
                0.06    0.00 15372920/134090278     PQCLEAN_FALCON512_CLEAN_poly_mul_fft [16]
                0.06    0.00 16384000/134090278     PQCLEAN_FALCON512_CLEAN_poly_split_fft [12]
                0.11    0.00 27648000/134090278     PQCLEAN_FALCON512_CLEAN_poly_LDL_fft [11]
                0.14    0.00 36947496/134090278     PQCLEAN_FALCON512_CLEAN_FFT [9]
[10]    16.0    0.52    0.00 134090278         PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
-----------------------------------------------
                0.01    0.49  511000/511000      ffSampling_fft_dyntree.constprop.0 [7]
[11]    15.3    0.01    0.49  511000         PQCLEAN_FALCON512_CLEAN_poly_LDL_fft [11]
                0.18    0.03 16128000/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.14    0.00 2304000/2305791     PQCLEAN_FALCON512_CLEAN_fpr_div [18]
                0.11    0.00 27648000/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.03    0.00 46080000/297680566     FPR [17]
                0.00    0.00 6912000/14085456     fpr_neg [44]
                0.00    0.00 9216000/70513000     fpr_sub [40]
                0.00    0.00 4608000/6662140     fpr_sqr [89]
                0.00    0.00 2304000/2305791     fpr_inv [94]
-----------------------------------------------
                0.03    0.43 2044000/2044000     ffSampling_fft_dyntree.constprop.0 [7]
[12]    14.1    0.03    0.43 2044000         PQCLEAN_FALCON512_CLEAN_poly_split_fft [12]
                0.27    0.04 24576000/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.06    0.00 16384000/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.02    0.00 40960000/297680566     FPR [17]
                0.02    0.00 16384000/16384000     fpr_half [41]
                0.00    0.00 12288000/70513000     fpr_sub [40]
                0.00    0.00 4096000/14085456     fpr_neg [44]
-----------------------------------------------
                0.00    0.37 1024000/1024000     ffSampling_fft_dyntree.constprop.0 [7]
[13]    11.5    0.00    0.37 1024000         PQCLEAN_FALCON512_CLEAN_sampler [13]
                0.00    0.13 1779233/1779233     BerExp [20]
                0.03    0.07 1779233/1779233     PQCLEAN_FALCON512_CLEAN_gaussian0_sampler [25]
                0.05    0.01 4582466/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.03    0.00 4582466/12046227     PQCLEAN_FALCON512_CLEAN_fpr_scaled [28]
                0.03    0.00 7385699/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.01    0.00 16550631/297680566     FPR [17]
                0.01    0.00 1024000/1024000     fpr_half [45]
                0.01    0.00 1779233/5344575     prng_get_u8 [42]
                0.00    0.00 4582466/11993699     fpr_of [86]
                0.00    0.00 4582466/6361699     fpr_sub [90]
                0.00    0.00 2803233/2803233     fpr_sqr [92]
                0.00    0.00 1024000/1024000     fpr_floor [98]
-----------------------------------------------
                0.00    0.00    1000/1022000     do_sign_dyn.constprop.0 [6]
                0.02    0.20 1021000/1022000     ffSampling_fft_dyntree.constprop.0 [7]
[14]     6.8    0.02    0.20 1022000         PQCLEAN_FALCON512_CLEAN_poly_merge_fft [14]
                0.14    0.02 12288000/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.03    0.00 8192000/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.01    0.00 20480000/297680566     FPR [17]
                0.00    0.00 6144000/70513000     fpr_sub [40]
-----------------------------------------------
                0.00    0.00       1/2301        solve_NTRU_binary_depth0 [60]
                0.00    0.00       3/2301        solve_NTRU_binary_depth1 [66]
                0.00    0.00      10/2301        PQCLEAN_FALCON512_CLEAN_keygen [23]
                0.00    0.03     287/2301        solve_NTRU_intermediate [27]
                0.00    0.18    2000/2301        do_sign_dyn.constprop.0 [6]
[15]     6.4    0.00    0.21    2301         PQCLEAN_FALCON512_CLEAN_iFFT [15]
                0.14    0.02 12380760/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.04    0.00 9287214/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.01    0.00 21667974/297680566     FPR [17]
                0.00    0.00 6190380/70513000     fpr_sub [40]
                0.00    0.00  514386/14085456     fpr_neg [44]
-----------------------------------------------
                0.00    0.00       2/517576      solve_NTRU_binary_depth1 [66]
                0.00    0.00     574/517576      solve_NTRU_intermediate [27]
                0.00    0.00    6000/517576      do_sign_dyn.constprop.0 [6]
                0.01    0.17  511000/517576      ffSampling_fft_dyntree.constprop.0 [7]
[16]     5.6    0.01    0.17  517576         PQCLEAN_FALCON512_CLEAN_poly_mul_fft [16]
                0.09    0.01 7686460/148726270     PQCLEAN_FALCON512_CLEAN_fpr_add [8]
                0.06    0.00 15372920/134090278     PQCLEAN_FALCON512_CLEAN_fpr_mul [10]
                0.01    0.00 23059380/297680566     FPR [17]
                0.00    0.00 3843230/70513000     fpr_sub [40]
-----------------------------------------------
                0.00    0.00     256/297680566     solve_NTRU_binary_depth1 [66]
                0.00    0.00     768/297680566     PQCLEAN_FALCON512_CLEAN_poly_div_autoadj_fft [81]
                0.00    0.00    1024/297680566     solve_NTRU_binary_depth0 [60]
                0.00    0.00    1792/297680566     PQCLEAN_FALCON512_CLEAN_poly_add_muladj_fft [83]
                0.00    0.00    2048/297680566     poly_big_to_fp.constprop.0 [82]
                0.00    0.00    4096/297680566     poly_big_to_fp.constprop.1 [80]
                0.00    0.00    5120/297680566     poly_small_to_fp [76]
                0.00    0.00    5495/297680566     solve_NTRU_intermediate [27]
                0.00    0.00    8350/297680566     PQCLEAN_FALCON512_CLEAN_poly_mul_autoadj_fft [79]
                0.00    0.00   10240/297680566     PQCLEAN_FALCON512_CLEAN_keygen [23]
                0.00    0.00   12280/297680566     PQCLEAN_FALCON512_CLEAN_poly_invnorm2_fft [74]
                0.00    0.00  178368/297680566     poly_big_to_fp [63]
                0.00    0.00  512000/297680566     do_sign_dyn.constprop.0 [6]
                0.00    0.00 1029120/297680566     PQCLEAN_FALCON512_CLEAN_poly_mulconst [53]
                0.00    0.00 2048000/297680566     ffSampling_fft_dyntree.constprop.0 [7]
                0.00    0.00 3072000/297680566     PQCLEAN_FALCON512_CLEAN_poly_muladj_fft [38]
                0.00    0.00 3072000/297680566     PQCLEAN_FALCON512_CLEAN_poly_mulselfadj_fft [39]
                0.00    0.00 3558466/297680566     PQCLEAN_FALCON512_CLEAN_fpr_expm_p63 [29]
