Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.06    0.03 3556206/133996352     PQCLEAN_FALCON512_CLEAN_fpr_expm_p63 [29]
                0.06    0.03 3556206/133996352     BerExp [19]
                0.08    0.04 4580206/133996352     PQCLEAN_FALCON512_CLEAN_sampler [15]
                0.12    0.06 6658044/133996352     fpr_sqr [38]
                0.14    0.07 8192000/133996352     PQCLEAN_FALCON512_CLEAN_poly_merge_fft [17]
                0.16    0.08 9250350/133996352     PQCLEAN_FALCON512_CLEAN_iFFT [16]
                0.27    0.13 15372920/133996352     PQCLEAN_FALCON512_CLEAN_poly_mul_fft [18]
                0.29    0.14 16384000/133996352     PQCLEAN_FALCON512_CLEAN_poly_split_fft [13]
                0.40    0.20 23040000/133996352     PQCLEAN_FALCON512_CLEAN_poly_LDL_fft [14]
                0.64    0.32 36914728/133996352     PQCLEAN_FALCON512_CLEAN_FFT [10]
[11]    21.9    2.34    1.14 133996352         PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                1.14    0.00 133996352/297469268     FPR [12]
-----------------------------------------------
                0.00    0.00  512000/297469268     PQCLEAN_FALCON512_CLEAN_fpr_sqrt [40]
                0.02    0.00 2304767/297469268     PQCLEAN_FALCON512_CLEAN_fpr_div [32]
                0.10    0.00 12038741/297469268     PQCLEAN_FALCON512_CLEAN_fpr_scaled [21]
                1.14    0.00 133996352/297469268     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                1.27    0.00 148617408/297469268     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
[12]    15.9    2.54    0.00 297469268         FPR [12]
-----------------------------------------------
                0.06    2.18 2044000/2044000     ffSampling_fft_dyntree [8]
[13]    14.0    0.06    2.18 2044000         PQCLEAN_FALCON512_CLEAN_poly_split_fft [13]
                0.03    0.84 12288000/70463848     fpr_sub [9]
                0.67    0.17 12288000/148617408     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
                0.29    0.14 16384000/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                0.04    0.00 16384000/16384000     fpr_half [51]
                0.01    0.00 4096000/14081368     fpr_neg [52]
-----------------------------------------------
                0.06    2.15  511000/511000      ffSampling_fft_dyntree [8]
[14]    13.9    0.06    2.15  511000         PQCLEAN_FALCON512_CLEAN_poly_LDL_fft [14]
                0.02    0.63 9216000/70463848     fpr_sub [9]
                0.40    0.20 23040000/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                0.38    0.09 6912000/148617408     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
                0.00    0.29 2304000/2304767     fpr_inv [33]
                0.01    0.12 4608000/6658044     fpr_sqr [38]
                0.02    0.00 6912000/14081368     fpr_neg [52]
-----------------------------------------------
                0.01    1.68 1024000/1024000     ffSampling_fft_dyntree [8]
[15]    10.6    0.01    1.68 1024000         PQCLEAN_FALCON512_CLEAN_sampler [15]
                0.03    0.66 1778103/1778103     BerExp [19]
                0.01    0.31 4580206/6358309     fpr_sub [27]
                0.07    0.21 1778103/1778103     PQCLEAN_FALCON512_CLEAN_gaussian0_sampler [34]
                0.00    0.18 4580206/11990309     fpr_of [22]
                0.08    0.04 4580206/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                0.01    0.07 2802103/2802103     fpr_sqr [45]
                0.01    0.00 1024000/1024000     fpr_floor [58]
                0.00    0.00 1778103/5341266     prng_get_u8 [91]
                0.00    0.00 1024000/1024000     fpr_half [93]
-----------------------------------------------
                0.00    0.00       1/2293        solve_NTRU_binary_depth0 [75]
                0.00    0.00       2/2293        PQCLEAN_FALCON512_CLEAN_keygen [24]
                0.00    0.00       3/2293        solve_NTRU_binary_depth1 [64]
                0.00    0.14     287/2293        solve_NTRU_intermediate [26]
                0.01    0.95    2000/2293        do_sign_dyn [6]
[16]     6.9    0.01    1.09    2293         PQCLEAN_FALCON512_CLEAN_iFFT [16]
                0.01    0.42 6165804/70463848     fpr_sub [9]
                0.34    0.08 6165804/148617408     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
                0.16    0.08 9250350/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                0.00    0.00  512346/14081368     fpr_neg [52]
-----------------------------------------------
                0.02    1.06 1022000/1022000     ffSampling_fft_dyntree [8]
[17]     6.8    0.02    1.06 1022000         PQCLEAN_FALCON512_CLEAN_poly_merge_fft [17]
                0.01    0.42 6144000/70463848     fpr_sub [9]
                0.33    0.08 6144000/148617408     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
                0.14    0.07 8192000/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
-----------------------------------------------
                0.00    0.00       2/517576      solve_NTRU_binary_depth1 [64]
                0.00    0.00     574/517576      solve_NTRU_intermediate [26]
                0.00    0.01    6000/517576      do_sign_dyn [6]
                0.02    0.92  511000/517576      ffSampling_fft_dyntree [8]
[18]     6.0    0.02    0.93  517576         PQCLEAN_FALCON512_CLEAN_poly_mul_fft [18]
                0.27    0.13 15372920/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                0.01    0.26 3843230/70463848     fpr_sub [9]
                0.21    0.05 3843230/148617408     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
-----------------------------------------------
                0.03    0.66 1778103/1778103     PQCLEAN_FALCON512_CLEAN_sampler [15]
[19]     4.3    0.03    0.66 1778103         BerExp [19]
                0.21    0.15 1778103/1778103     PQCLEAN_FALCON512_CLEAN_fpr_expm_p63 [29]
                0.00    0.12 1778103/6358309     fpr_sub [27]
                0.06    0.03 3556206/133996352     PQCLEAN_FALCON512_CLEAN_fpr_mul [11]
                0.00    0.07 1778103/11990309     fpr_of [22]
                0.00    0.01 1778103/1778103     fpr_trunc [56]
                0.00    0.00 1785060/5341266     prng_get_u8 [91]
-----------------------------------------------
                0.00    0.00     287/516287      solve_NTRU_intermediate [26]
                0.00    0.00    5000/516287      do_sign_dyn [6]
                0.00    0.48  511000/516287      ffSampling_fft_dyntree [8]
[20]     3.1    0.00    0.49  516287         PQCLEAN_FALCON512_CLEAN_poly_add [20]
                0.39    0.10 7170974/148617408     PQCLEAN_FALCON512_CLEAN_fpr_add [7]
-----------------------------------------------
                0.00    0.00   48432/12038741     fpr_of [74]
                0.37    0.10 11990309/12038741     fpr_of [22]
[21]     3.0    0.37    0.10 12038741         PQCLEAN_FALCON512_CLEAN_fpr_scaled [21]
                0.10    0.00 12038741/297469268     FPR [12]
-----------------------------------------------
                0.00    0.02  512000/11990309     do_sign_dyn [6]
                0.00    0.04 1024000/11990309     ffSampling_fft_dyntree [8]
                0.00    0.07 1778103/11990309     BerExp [19]
                0.00    0.16 4096000/11990309     smallints_to_fpr [39]
                0.00    0.18 4580206/11990309     PQCLEAN_FALCON512_CLEAN_sampler [15]
[22]     3.0    0.00    0.47 11990309         fpr_of [22]
                0.37    0.10 11990309/12038741     PQCLEAN_FALCON512_CLEAN_fpr_scaled [21]
-----------------------------------------------
                0.00    0.46       1/1           run_falcon512_sign [1]
